"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","36","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Game/MedievalDungeon/Materials/M_Torch_Flicker_Light_Function.M_Torch_Flicker_Light_Function","0","0","36","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/ClothMaterial.ClothMaterial","0","0","9","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","23","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Game/PlayerCharacter/Materials/M_Mage_Eyelash.M_Mage_Eyelash","0","0","58","1","0.000000","0","0"
"/Game/MedievalDungeon/Materials/M_Candles_Master.M_Candles_Master","0","0","70","2","0.000000","0","0"
"/Game/AIStuff/Weapon_Pack/Materials/Weapons/M_WeaponSet_2.M_WeaponSet_2","0","0","35","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_DistortionParticle.M_DistortionParticle","0","0","28","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Stone3b.M_Stone3b","0","0","109","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Lightning11b.M_Lightning11b","0","0","129","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Lightning15l.M_Lightning15l","0","0","149","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Lightning10b.M_Lightning10b","0","0","149","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Trail29a3.M_Trail29a3","0","0","129","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Circle116a.M_Circle116a","0","0","109","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_FireF4.M_FireF4","0","0","109","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Gradient17a.M_Gradient17a","0","0","149","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Ice4.M_Ice4","0","0","99","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Trail55bt.M_Trail55bt","0","0","149","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Smoke21b.M_Smoke21b","0","0","129","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_TwoSides21.M_TwoSides21","0","0","179","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Electricity1e.M_Electricity1e","0","0","117","1","0.000000","0","0"
"/Game/PlayerCharacter/Materials/M_Mage_armor_master.M_Mage_armor_master","0","0","98","1","0.000000","0","0"
"/Game/PlayerCharacter/Materials/M_Mage_Eyes_Master.M_Mage_Eyes_Master","0","0","26","1","0.000000","0","0"
"/Game/AIStuff/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","0","35","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Ice3.M_Ice3","0","0","63","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_CircleRainbow11a.M_CircleRainbow11a","0","0","338","2","0.000000","0","2028"
"/Game/WizardSpellsPack/Materials/M_Noise53b.M_Noise53b","0","0","149","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_LineDistort2a.M_LineDistort2a","0","0","129","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Crack6b.M_Crack6b","0","0","149","1","0.000000","0","0"
"/Game/WizardSpellsPack/Materials/M_Crater29dn.M_Crater29dn","0","0","129","1","0.000000","0","0"
"/Game/Blueprints/Weapons/crosbow1.crosbow1","0","0","26","1","0.000000","0","0"
"/Game/AIStuff/ParagonSparrow/FX/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","0","36","1","0.000000","0","0"
"/Game/AIStuff/ParagonSparrow/FX/Materials/Heroes/M_SparrowAirglow.M_SparrowAirglow","0","0","12","1","0.000000","0","0"
"/Game/AIStuff/ParagonSparrow/FX/Materials/Energy/Plasma/M_Plasma_v5_Flipbook2.M_Plasma_v5_Flipbook2","0","0","9","1","0.000000","0","0"
"/Game/AIStuff/ParagonSparrow/FX/Materials/Heroes/Sparrow/Abilities/M_ArrowFlare.M_ArrowFlare","0","0","9","1","0.000000","0","0"
"/Game/AIStuff/ParagonSparrow/FX/Materials/Heroes/Sparrow/Abilities/M_Sparrow_Primary_Shockwave.M_Sparrow_Primary_Shockwave","0","0","20","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
