"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FXVarietyPack/Materials/M_ky_circle01_4x4G_nonD.M_ky_circle01_4x4G_nonD","0","12","1","1","4.397150","0","79"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","24","2","2","8.401792","0","162"
"/Game/Blueprints/AI/ParagonSparrow/FX/Materials/Heroes/Sparrow/Abilities/M_ArrowFlare.M_ArrowFlare","0","9","1","1","3.052650","0","45"
"/Game/Blueprints/AI/ParagonSparrow/FX/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","32","2","1","12.594681","0","511"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_ShootingVfxPack/Materials/M_Smoke.M_Smoke","0","6","1","1","0.000000","0","24"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","24","2","2","10.429092","0","79"
"/Game/FXVarietyPack/Materials/M_ky_Fresnel.M_ky_Fresnel","0","20","1","1","5.832499","0","195"
"/Game/Blueprints/AI/ParagonSparrow/FX/Materials/Heroes/Sparrow/Abilities/M_Sparrow_Primary_Shockwave.M_Sparrow_Primary_Shockwave","0","20","1","1","5.986307","0","179"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_StylizedAttacksPack/Materials/M_RadialGradient_1.M_RadialGradient_1","0","20","1","1","6.451270","0","172"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_StylizedAttacksPack/Materials/M_Meteor.M_Meteor","0","26","1","1","10.363361","0","224"
"/Game/VFX/WizardSpellsPack/Materials/M_Trail21a.M_Trail21a","0","149","1","1","61.536682","0","5835"
"/Game/Blueprints/AI/ParagonSparrow/FX/Materials/Energy/Plasma/M_Plasma_v5_Flipbook2.M_Plasma_v5_Flipbook2","0","9","1","1","3.192066","0","45"
"/Game/VFX/WizardSpellsPack/Materials/M_Gradient17bd.M_Gradient17bd","0","163","1","1","65.626373","0","7376"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_PickupSet_1/Materials/M_AdditiveScrollNiagara.M_AdditiveScrollNiagara","0","20","1","1","0.000000","0","197"
"/Game/VFX/WizardSpellsPack/Materials/M_Lightning15l.M_Lightning15l","0","149","1","1","63.312912","0","7209"
"/Game/VFX/WizardSpellsPack/Materials/M_Lightning11b.M_Lightning11b","0","129","1","1","51.233921","0","5261"
"/Game/VFX/WizardSpellsPack/Materials/M_LineDistort2a.M_LineDistort2a","0","129","1","1","50.558632","0","6322"
"/Game/VFX/WizardSpellsPack/Materials/M_Crater29dn.M_Crater29dn","0","129","1","1","54.671864","0","5265"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_Rayvfx/Materials/M_Master_Solid_Panner.M_Master_Solid_Panner","0","54","1","1","20.284231","0","1301"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_Rayvfx/Materials/M_AdditiveScrollNiagara.M_AdditiveScrollNiagara","0","20","1","1","0.000000","0","197"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_Rayvfx/Materials/M_PannerScroll.M_PannerScroll","0","20","1","1","7.482175","0","229"
"/Game/VFX/WizardSpellsPack/Materials/M_Ice3.M_Ice3","0","63","1","1","27.369101","0","1869"
"/Game/Blueprints/AI/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","35","1","1","13.760635","0","629"
"/Game/FXVarietyPack/Materials/M_ky_chantDecoA.M_ky_chantDecoA","0","20","1","1","5.775827","0","210"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_Rayvfx/Materials/M_ABScrollNiagara.M_ABScrollNiagara","0","20","1","1","0.000000","0","186"
"/Game/VFX/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","12","3","1","7.134449","0","66"
"/Game/Blueprints/Weapons/Materials/crosbow1.crosbow1","0","26","1","1","10.509173","0","376"
"/Game/ParagonGideon/FX/Materials/Flares/M_Lensflare_TB_Soft.M_Lensflare_TB_Soft","0","9","1","1","3.358506","0","53"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Hand_Thrusters.M_Hand_Thrusters","0","14","1","1","4.007073","0","98"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Projectile_Ball.M_Projectile_Ball","0","15","1","1","4.628021","0","134"
"/Game/ParagonGideon/FX/Materials/Energy/Plasma/M_Swirl_Plasma.M_Swirl_Plasma","0","10","1","1","3.119898","0","64"
"/Game/ParagonGideon/FX/Materials/Water/M_Footfall_Refraction.M_Footfall_Refraction","0","10","1","1","3.015069","0","64"
"/Game/ParagonGideon/FX/Materials/Smoke/M_WispySmokeTest.M_WispySmokeTest","0","54","1","1","22.588053","0","948"
"/Game/ParagonGideon/FX/Materials/Sparks/M_Soft_Spark_Glow.M_Soft_Spark_Glow","0","12","1","1","3.946096","0","71"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Explosion_Smoke_Spears.M_Explosion_Smoke_Spears","0","15","1","1","5.771797","0","96"
"/Game/ParagonGideon/FX/Materials/Water/M_Footfall_Ripple.M_Footfall_Ripple","0","20","1","1","5.788103","0","183"
"/Game/ParagonGideon/FX/Materials/Sparks/M_Hotdog_VLerp_DirectionTint.M_Hotdog_VLerp_DirectionTint","0","24","2","1","8.392460","0","329"
"/Game/ParagonGideon/FX/Materials/Water/M_Water_Impact_ImpactSplash.M_Water_Impact_ImpactSplash","0","48","1","1","20.440516","0","825"
"/Game/VFX/WizardSpellsPack/Materials/M_Crack6b.M_Crack6b","0","149","1","1","61.437675","0","6955"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Fireball_Unlit_Purple.M_Fireball_Unlit_Purple","0","12","1","1","4.258046","0","89"
"/Game/VFX/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","20","1","1","6.157852","0","175"
"/Game/VFX/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","24","2","2","8.782423","0","167"
"/Game/VFX/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","32","2","2","10.637989","0","290"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Wispy_Smoke_Trail_Projectile.M_Wispy_Smoke_Trail_Projectile","0","15","1","1","5.196075","0","134"
"/Game/ParagonGideon/FX/Materials/Heroes/M_Wispy_Pulse_Dense.M_Wispy_Pulse_Dense","0","9","1","1","3.361560","0","53"
"/Game/ParagonGideon/FX/Materials/Flares/M_GlowPoint_DistShrink_MASTER.M_GlowPoint_DistShrink_MASTER","0","24","1","1","9.003463","0","283"
"/Game/ParagonGideon/FX/Materials/Debris/M_Explosion_RockChunks.M_Explosion_RockChunks","0","94","1","1","41.828087","0","3186"
"/Game/VFX/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","9","1","1","3.406336","0","53"
"/Game/ParagonGideon/FX/Materials/Flares/M_DarkFlare_DistShrink.M_DarkFlare_DistShrink","0","24","1","1","9.127831","0","313"
"/LockOnTarget/M_TargetWidget.M_TargetWidget","0","10","1","1","1.946229","0","64"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_StylizedAttacksPack/Materials/M_Master_RadialBeam.M_Master_RadialBeam","0","9","1","1","4.746910","0","37"
"/Game/FXVarietyPack/Materials/M_ky_magicCircle020.M_ky_magicCircle020","0","9","1","1","3.396088","0","53"
"/Game/VFX/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","15","1","1","7.028358","0","71"
"/Game/VFX/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","15","1","1","7.026629","0","73"
"/Game/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","0","15","9","1","8.777410","0","64"
"/Game/ParagonGideon/FX/Materials/Water/M_WaterMist.M_WaterMist","0","24","1","1","9.002775","0","285"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_Rayvfx/Materials/M_sA_Aura.M_sA_Aura","0","20","1","1","8.295177","0","214"
"/Game/MedievalDungeon/Materials/M_Master.M_Master","0","168","9","2","72.301613","0","2794"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_PickupSet_1/Materials/M_sA_Aura.M_sA_Aura","0","20","1","1","0.000000","0","214"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_StylizedAttacksPack/Materials/M_Fres_Trans.M_Fres_Trans","0","10","1","1","3.987784","0","64"
"/Game/PlayerCharacter/Materials/M_Mage_Hair_Master.M_Mage_Hair_Master","0","54","1","1","21.846104","0","1451"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Meteor_Fragment.M_Meteor_Fragment","0","38","1","1","15.231872","0","717"
"/Game/VFX/WizardSpellsPack/Materials/M_Lightning10l.M_Lightning10l","0","20","1","1","7.995169","0","229"
"/Game/VFX/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","64","3","2","21.892788","0","1079"
"/Game/VFX/WizardSpellsPack/Materials/M_DecalCrater28dn.M_DecalCrater28dn","0","120","1","1","58.606747","0","5616"
"/Game/VFX/WizardSpellsPack/Materials/M_DecalCrater64.M_DecalCrater64","0","120","3","1","55.246563","0","4849"
"/Game/ParagonGideon/FX/Materials/Heroes/M_Teleport_Refraction.M_Teleport_Refraction","0","15","1","1","4.903498","0","134"
"/Game/VFX/WizardSpellsPack/Materials/M_EmberExpl_1.M_EmberExpl_1","0","149","1","1","67.292511","0","6864"
"/Game/ParagonGideon/FX/Materials/Heroes/M_Radial_Blur_Refraction.M_Radial_Blur_Refraction","0","30","2","2","9.914801","0","175"
"/Game/ParagonGideon/FX/Meshes/Splines/M_Spline_Preview.M_Spline_Preview","0","114","1","1","44.538494","0","4719"
"/Game/ParagonGideon/FX/Materials/Smoke/M_SplineThickenSmoke_Trails_Master.M_SplineThickenSmoke_Trails_Master","0","71","1","1","34.890064","0","2317"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","4","1","1","1.492840","0","13"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","4","1","1","1.411164","0","13"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","4","1","1","1.458498","0","13"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Base.M_GoodSky_Base","0","4","1","1","1.415989","0","13"
"/Game/ParagonGideon/FX/Materials/Heroes/Gideon/M_Meteor_Masked.M_Meteor_Masked","0","79","1","1","36.297737","0","2555"
"/Game/Blueprints/AI/Meshs/SKnight_modular/Skeleton_Knight_04/materials/M_SKnigh_armor.M_SKnigh_armor","0","79","1","1","82.041595","79","3509"
"/Game/Blueprints/AI/Meshs/SKnight_modular/Skeleton/materials/M_Skeleton.M_Skeleton","0","26","1","1","23.040432","26","610"
"/Game/Blueprints/AI/Meshs/SKnight_modular/Skeleton_Knight_01/materials/M_SKnigh_01_armor.M_SKnigh_01_armor","0","79","5","1","82.336014","79","3801"
"/Game/Blueprints/AI/Meshs/SKnight_modular/Skeleton_Knight_02/materials/M_SKnigh_02_armor.M_SKnigh_02_armor","0","79","2","1","82.247169","79","2636"
"/Game/Blueprints/AI/Meshs/SKnight_modular/Skeleton_Knight_06/materials/M_SKnigh_06_armor.M_SKnigh_06_armor","0","79","1","1","85.943573","79","2041"
"/Game/ParagonGideon/FX/Materials/Water/M_LiquidSplash_SubUV.M_LiquidSplash_SubUV","0","100","2","1","43.224625","0","1884"
"/Game/MedievalDungeon/Materials/M_Tiling_Master.M_Tiling_Master","0","248","132","2","205.886520","248","7319"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","4","4","1","1.425255","0","4"
"","0","1","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","36","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/ClothMaterial.ClothMaterial","0","0","9","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/EditorBrushMaterial.EditorBrushMaterial","0","0","3","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","25","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","54","1","0.000000","0","54"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Engine/EditorMaterials/WidgetVertexColorMaterial.WidgetVertexColorMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Cloth/CameraLitVertexColor.CameraLitVertexColor","0","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/Cloth/CameraLitDoubleSided.CameraLitDoubleSided","0","0","20","1","0.000000","0","0"
"Globals","49","1","0","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MoviePipeline_StencilCutout.MoviePipeline_StencilCutout","49","18","4","1","16.605602","0","142"
"/Game/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","49","12","1","1","6.085579","0","51"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","49","9","1","1","1.212193","0","53"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","49","4","1","1","0.856810","0","13"
"/Game/MedievalDungeon/Materials/M_Torch_Flicker_Light_Function.M_Torch_Flicker_Light_Function","49","44","6","1","8.557849","0","285"
"/Game/GoodSky/Resource/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","49","3","3","1","1.024142","0","4"
"/Game/MedievalDungeon/Materials/M_Flicker_Light_Function.M_Flicker_Light_Function","49","44","6","1","0.000000","0","263"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","49","4","1","1","0.735620","0","11"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_2Sided_Master.M_Add_Sprite_2Sided_Master","49","20","3","1","4.714719","0","45"
"","49","1","0","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","49","24","2","2","6.131458","0","117"
"/Game/MedievalDungeon/Materials/M_Master.M_Master","49","176","17","2","42.711266","0","1309"
"/Game/VFX/WizardSpellsPack/sA_Megapack_v1/sA_StylizedAttacksPack/Materials/M_Master_RadialBeam.M_Master_RadialBeam","49","9","1","1","2.550262","0","33"
"/Game/VFX/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","49","15","1","1","3.657319","0","72"
"/Game/VFX/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","49","15","1","1","3.622586","0","70"
"/Game/VFX/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","49","15","1","1","3.876081","0","63"
"/Game/VFX/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","49","12","1","1","3.012724","0","48"
"/Game/VFX/WizardSpellsPack/Materials/M_CircleRainbow11a.M_CircleRainbow11a","49","338","7","2","98.584732","0","5362"
